TaxID,ScientificName,Species,Subspecies,CheckpointName
100019,Didymella_exigua,Didymella exigua,,checkpoints7
100035,Massariosphaeria_phaeospora,Massariosphaeria phaeospora,,checkpoints7
1000413,Acer_yangbiense,Acer yangbiense,,checkpoints8
1000418,Galeopsis_tetrahit,Galeopsis tetrahit,,checkpoints8
1000982,Steindachneridion_melanodermatum,Steindachneridion melanodermatum,,checkpoints2
1001064,Rhodotorula_toruloides_ATCC_204091,Rhodotorula toruloides,,checkpoints7
1001266,Cephus_brachycercus,Cephus brachycercus,,checkpoints5
1001267,Cephus_fumipennis,Cephus fumipennis,,checkpoints5
1001271,Cephus_nigrinus,Cephus nigrinus,,checkpoints5
1001274,Cephus_pulcher,Cephus pulcher,,checkpoints5
1001275,Cephus_rjabovi,Cephus rjabovi,,checkpoints5
1001276,Cephus_runcator,Cephus runcator,,checkpoints5
1001277,Cephus_sareptanus,Cephus sareptanus,,checkpoints5
1001278,Cephus_spinipes,Cephus spinipes,,checkpoints5
1001281,Calameuta_filum,Calameuta filum,,checkpoints5
1001282,Calameuta_haemorrhoidalis,Calameuta haemorrhoidalis,,checkpoints5
1001283,Calameuta_idolon,Calameuta idolon,,checkpoints5
1001285,Calameuta_pallipes,Calameuta pallipes,,checkpoints5
1001287,Calameuta_pygmaea,Calameuta pygmaea,,checkpoints5
1001291,Trachelus_tabidus,Trachelus tabidus,,checkpoints5
1001293,Trachelus_troglodyta,Trachelus troglodyta,,checkpoints5
10013,Thomomys_bottae,Thomomys bottae,,checkpoints1
1001832,Daldinia_sp._EC12,Daldinia sp. EC12,,checkpoints7
1001833,Hypoxylon_sp._CI-4A,Hypoxylon sp. CI-4A,,checkpoints7
100188,Brachyistius_frenatus,Brachyistius frenatus,,checkpoints2
100190,Embiotoca_jacksoni,Embiotoca jacksoni,,checkpoints2
1001937,Hypoxylon_sp._EC38,Hypoxylon sp. EC38,,checkpoints7
1001938,Hypoxylon_sp._CO27-5,Hypoxylon sp. CO27-5,,checkpoints7
10020,Dipodomys_ordii,Dipodomys ordii,,checkpoints1
1002107,Penicillium_psychrosexuale,Penicillium psychrosexuale,,checkpoints7
100224,Allochrocebus_lhoesti,Allochrocebus lhoesti,,checkpoints1
10023,Pedetes_capensis,Pedetes capensis,,checkpoints1
1002370,Knufia_peltigerae,Knufia peltigerae,,checkpoints7
100268,Paragonimus_heterotremus,Paragonimus heterotremus,,checkpoints6
100269,Paragonimus_kellicotti,Paragonimus kellicotti,,checkpoints6
1002726,Agapornis_swindernianus,Agapornis swindernianus,,checkpoints3
1002741,Apus_caffer,Apus caffer,,checkpoints3
1002788,Indicator_indicator,Indicator indicator,,checkpoints3
1002887,Glaucopsyche_melanops,Glaucopsyche melanops,,checkpoints5
1002898,Terpsiphone_rufocinerea,Terpsiphone rufocinerea,,checkpoints3
10029,Cricetulus_griseus,Cricetulus griseus,,checkpoints1
100292,Eriophorum_angustifolium,Eriophorum angustifolium,,checkpoints8
1002951,Udea_decrepitalis,Udea decrepitalis,,checkpoints5
1002954,Udea_ferrugalis,Udea ferrugalis,,checkpoints5
1002957,Udea_hamalis,Udea hamalis,,checkpoints5
100296,Carex_kokanica,Carex kokanica,,checkpoints8
1002960,Udea_inquinatalis,Udea inquinatalis,,checkpoints5
1002964,Udea_lutealis,Udea lutealis,,checkpoints5
1002969,Udea_numeralis,Udea numeralis,,checkpoints5
1002971,Udea_olivalis,Udea olivalis,,checkpoints5
1003001,Agrotera_nemoralis,Agrotera nemoralis,,checkpoints5
1003005,Synaphe_punctalis,Synaphe punctalis,,checkpoints5
1003153,Alestes_dentex,Alestes dentex,,checkpoints2
1003159,Mormyrus_hasselquistii,Mormyrus hasselquistii,,checkpoints2
1003232,Edhazardia_aedis_USNM_41457,Edhazardia aedis,,checkpoints7
1003335,Kluyveromyces_marxianus_DMKU3-1042,Kluyveromyces marxianus,,checkpoints7
10034,Cricetus_cricetus,Cricetus cricetus,,checkpoints1
10036,Mesocricetus_auratus,Mesocricetus auratus,,checkpoints1
100367,Leptographium_procerum,Leptographium procerum,,checkpoints7
1003706,Chascanopsetta_lugubris,Chascanopsetta lugubris,,checkpoints2
1003839,Pycnonotus_cafer,Pycnonotus cafer,,checkpoints3
1003843,Halcyon_smyrnensis,Halcyon smyrnensis,,checkpoints3
10041,Peromyscus_leucopus,Peromyscus leucopus,,checkpoints1
1004196,Megachile_sculpturalis,Megachile sculpturalis,,checkpoints5
1004253,Cyberlindnera_mrakii,Cyberlindnera mrakii,,checkpoints7
1004254,Cyberlindnera_subsufficiens,Cyberlindnera subsufficiens,,checkpoints7
10044,Phodopus_sungorus,Phodopus sungorus,,checkpoints1
100452,Candidula_unifasciata,Candidula unifasciata,,checkpoints6
100465,Antitrichia_curtipendula,Antitrichia curtipendula,,checkpoints8
10047,Meriones_unguiculatus,Meriones unguiculatus,,checkpoints1
100487,Cercopithecus_petaurista,Cercopithecus petaurista,,checkpoints1
100488,Miopithecus_ogouensis,Miopithecus ogouensis,,checkpoints1
1005070,Aguna_claxon,Aguna claxon,,checkpoints5
1005073,Anania_funebris,Anania funebris,,checkpoints5
100521,Liriope_spicata,Liriope spicata,,checkpoints8
100532,Dracaena_draco,Dracaena draco,,checkpoints8
10058,Microtus_pennsylvanicus,Microtus pennsylvanicus,,checkpoints1
1005962,Ogataea_parapolymorpha,Ogataea parapolymorpha,,checkpoints7
1005963,Botrytis_pseudocinerea,Botrytis pseudocinerea,,checkpoints7
10060,Ondatra_zibethicus,Ondatra zibethicus,,checkpoints1
1006466,Kazachstania_bromeliacearum,Kazachstania bromeliacearum,,checkpoints7
1006475,Circinaria_calcarea,Circinaria calcarea,,checkpoints7
1006542,Todiramphus_cinnamominus,Todiramphus cinnamominus,,checkpoints3
10068,Acomys_cahirinus,Acomys cahirinus,,checkpoints1
1006801,Pachastrella_ovisternata,Pachastrella ovisternata,,checkpoints6
1006808,Stelletta_rhaphidiophora,Stelletta rhaphidiophora,,checkpoints6
1006814,Thenea_schmidti,Thenea schmidti,,checkpoints6
1006815,Thenea_valdiviae,Thenea valdiviae,,checkpoints6
1007316,Gomphocerus_sibiricus,Gomphocerus sibiricus,,checkpoints5
1007343,Abraxas_grossulariata,Abraxas grossulariata,,checkpoints5
1007376,Pseudoterpna_coronillaria,Pseudoterpna coronillaria,,checkpoints5
100748,Oeneis_ivallda,Oeneis ivallda,,checkpoints5
1007502,Nannizziopsis_barbatae,Nannizziopsis barbatae,,checkpoints7
100756,Hericium_coralloides,Hericium coralloides,,checkpoints7
1007708,Pseudopanthera_macularia,Pseudopanthera macularia,,checkpoints5
100784,Balearica_regulorum_gibbericeps,Balearica regulorum,Balearica regulorum gibbericeps,checkpoints3
100787,Verticillium_longisporum,Verticillium longisporum,,checkpoints7
1007914,Verticillium_dahliae_VDG2,Verticillium dahliae,,checkpoints7
100816,Madurella_mycetomatis,Madurella mycetomatis,,checkpoints7
100819,Falco_tinnunculus,Falco tinnunculus,,checkpoints3
100825,Picus_viridis,Picus viridis,,checkpoints3
100826,Scolopax_rusticola,Scolopax rusticola,,checkpoints3
100830,Tetrao_urogallus,Tetrao urogallus,,checkpoints3
1008382,Starmerella_kuoi,Starmerella kuoi,,checkpoints7
10085,Cricetomys_gambianus,Cricetomys gambianus,,checkpoints1
100858,Threskiornis_aethiopicus,Threskiornis aethiopicus,,checkpoints3
100859,Vanellus_vanellus,Vanellus vanellus,,checkpoints3
1008810,Julus_scandinavius,Julus scandinavius,,checkpoints5
1008825,Kryphioiulus_occultus,Kryphioiulus occultus,,checkpoints5
1008849,Choneiulus_palmatus,Choneiulus palmatus,,checkpoints5
1008861,Leptoiulus_proximus,Leptoiulus proximus,,checkpoints5
1008866,Ommatoiulus_sabulosus,Ommatoiulus sabulosus,,checkpoints5
10089,Mus_caroli,Mus caroli,,checkpoints1
1008942,Wikstroemia_monnula,Wikstroemia monnula,,checkpoints8
100895,Microtus_californicus,Microtus californicus,,checkpoints1
100897,Alexandromys_fortis,Alexandromys fortis,,checkpoints1
10090,Mus_musculus,Mus musculus,,checkpoints1
100902,Fusarium_oxysporum_f._sp._conglutinans,Fusarium oxysporum,,checkpoints7
100903,Fusarium_oxysporum_f._sp._fragariae,Fusarium oxysporum,,checkpoints7
100907,Dissostichus_eleginoides,Dissostichus eleginoides,,checkpoints2
10091,Mus_musculus_castaneus,Mus musculus,Mus musculus castaneus,checkpoints1
100910,Rhodosporidiobolus_nylandii,Rhodosporidiobolus nylandii,,checkpoints7
100911,Rhodosporidiobolus_poonsookiae,Rhodosporidiobolus poonsookiae,,checkpoints7
100912,Sporobolomyces_blumeae,Sporobolomyces blumeae,,checkpoints7
10092,Mus_musculus_domesticus,Mus musculus,Mus musculus domesticus,checkpoints1
10093,Mus_pahari,Mus pahari,,checkpoints1
100937,Papio_papio,Papio papio,,checkpoints1
100951,Naganishia_albida,Naganishia albida,,checkpoints7
100952,Cottus_gobio,Cottus gobio,,checkpoints2
10096,Mus_spretus,Mus spretus,,checkpoints1
101012,Fragaria_nipponica,Fragaria nipponica,,checkpoints8
101013,Fragaria_orientalis,Fragaria orientalis,,checkpoints8
101020,Fragaria_vesca_subsp._vesca,Fragaria vesca,Fragaria vesca subsp. vesca,checkpoints8
101028,Fusarium_pseudograminearum,Fusarium pseudograminearum,,checkpoints7
10103,Mus_spicilegus,Mus spicilegus,,checkpoints1
10105,Mus_minutoides,Mus minutoides,,checkpoints1
1010633,Digitaria_exilis,Digitaria exilis,,checkpoints8
101091,Choanephora_cucurbitarum,Choanephora cucurbitarum,,checkpoints7
101096,Gilbertella_persicaria,Gilbertella persicaria,,checkpoints7
101097,Entomortierella_chlamydospora,Entomortierella chlamydospora,,checkpoints7
101098,Gamsiella_multidivaricata,Gamsiella multidivaricata,,checkpoints7
101103,Circinella_umbellata,Circinella umbellata,,checkpoints7
101105,Gongronella_butleri,Gongronella butleri,,checkpoints7
101107,Halteromyces_radiatus,Halteromyces radiatus,,checkpoints7
101115,Spinellus_fusiger,Spinellus fusiger,,checkpoints7
101117,Sporodiniella_umbellata,Sporodiniella umbellata,,checkpoints7
10112,Mastomys_natalensis,Mastomys natalensis,,checkpoints1
101121,Thermomucor_indicae-seudaticae,Thermomucor indicae-seudaticae,,checkpoints7
101123,Pilobolus_umbonatus,Pilobolus umbonatus,,checkpoints7
101127,Hesseltinella_vesiculosa,Hesseltinella vesiculosa,,checkpoints7
101128,Syncephalastrum_monosporum,Syncephalastrum monosporum,,checkpoints7
101130,Dichotomocladium_elegans,Dichotomocladium elegans,,checkpoints7
101142,Thamnidium_elegans,Thamnidium elegans,,checkpoints7
10116,Rattus_norvegicus,Rattus norvegicus,,checkpoints1
101162,Bipolaris_oryzae,Bipolaris oryzae,,checkpoints7
10117,Rattus_rattus,Rattus rattus,,checkpoints1
101193,Corylus_colurna,Corylus colurna,,checkpoints8
101201,Trichoderma_asperellum,Trichoderma asperellum,,checkpoints7
10129,Apodemus_sylvaticus,Apodemus sylvaticus,,checkpoints1
101297,Conus_consors,Conus consors,,checkpoints6
101364,Carassius_gibelio,Carassius gibelio,,checkpoints2
10137,Hystrix_cristata,Hystrix cristata,,checkpoints1
10141,Cavia_porcellus,Cavia porcellus,,checkpoints1
101475,Poronia_punctata,Poronia punctata,,checkpoints7
101480,Trichophyton_interdigitale,Trichophyton interdigitale,,checkpoints7
10149,Hydrochoerus_hydrochaeris,Hydrochoerus hydrochaeris,,checkpoints1
101491,Trionyx_triunguis,Trionyx triunguis,,checkpoints4
101496,Lepidonotothen_squamifrons,Lepidonotothen squamifrons,,checkpoints2
101497,Notothenia_rossii,Notothenia rossii,,checkpoints2
101512,Schilbe_intermedius,Schilbe intermedius,,checkpoints2
10157,Myocastor_coypus,Myocastor coypus,,checkpoints1
10160,Octodon_degus,Octodon degus,,checkpoints1
101613,Dimerocostus_strobilaceus,Dimerocostus strobilaceus,,checkpoints8
101617,Musella_lasiocarpa,Musella lasiocarpa,,checkpoints8
10166,Ctenodactylus_gundi,Ctenodactylus gundi,,checkpoints1
1016838,[Candida]_argentea,[Candida] argentea,,checkpoints7
1016849,Exophiala_sideris,Exophiala sideris,,checkpoints7
1016881,Ascocoryne_sarcoides_NRRL_50072,Ascocoryne sarcoides,,checkpoints7
10169,Thryonomys_swinderianus,Thryonomys swinderianus,,checkpoints1
101697,Chelonoidis_denticulatus,Chelonoidis denticulatus,,checkpoints4
101737,Incurvaria_masculella,Incurvaria masculella,,checkpoints5
101761,Conus_tribblei,Conus tribblei,,checkpoints6
10181,Heterocephalus_glaber,Heterocephalus glaber,,checkpoints1
10183,Petromus_typicus,Petromus typicus,,checkpoints1
10185,Castor_fiber,Castor fiber,,checkpoints1
101854,Pezicula_carpinea,Pezicula carpinea,,checkpoints7
101930,Eueides_vibilia,Eueides vibilia,,checkpoints5
101932,Heliconius_timareta,Heliconius timareta,,checkpoints5
10195,Brachionus_plicatilis,Brachionus plicatilis,,checkpoints6
101978,Metrosideros_polymorpha_var._glaberrima,Metrosideros polymorpha,,checkpoints8
101992,Plantago_media,Plantago media,,checkpoints8
101993,Plantago_rugelii,Plantago rugelii,,checkpoints8
101994,Plantago_rigida,Plantago rigida,,checkpoints8
101996,Plantago_coronopus,Plantago coronopus,,checkpoints8
101999,Plantago_sericea,Plantago sericea,,checkpoints8
102001,Bipolaris_bicolor,Bipolaris bicolor,,checkpoints7
10201,Beroe_ovata,Beroe ovata,,checkpoints6
102107,Prunus_mume,Prunus mume,,checkpoints8
102108,Cercopithecus_pogonias,Cercopithecus pogonias,,checkpoints1
10212,Bugula_neritina,Bugula neritina,,checkpoints6
102169,Penium_margaritaceum,Penium margaritaceum,,checkpoints8
102174,Teratoscincus_roborowskii,Teratoscincus roborowskii,,checkpoints4
102192,Ophisaurus_attenuatus,Ophisaurus attenuatus,,checkpoints4
102202,Astreopora_myriophthalma,Astreopora myriophthalma,,checkpoints6
102205,Platygyra_sinensis,Platygyra sinensis,,checkpoints6
102211,Benincasa_hispida,Benincasa hispida,,checkpoints8
10224,Saccoglossus_kowalevskii,Saccoglossus kowalevskii,,checkpoints6
10228,Trichoplax_adhaerens,Trichoplax adhaerens,,checkpoints6
102285,Rodentolepis_nana,Rodentolepis nana,,checkpoints6
102321,Hyotissa_hyotis,Hyotissa hyotis,,checkpoints6
102329,Pinctada_margaritifera,Pinctada margaritifera,,checkpoints6
102599,Misopates_orontium,Misopates orontium,,checkpoints8
102642,Abax_parallelepipedus,Abax parallelepipedus,,checkpoints5
102681,Temnothorax_nylanderi,Temnothorax nylanderi,,checkpoints5
102695,Fraxinus_albicans,Fraxinus albicans,,checkpoints8
1026970,Nannospalax_galili,Nannospalax galili,,checkpoints1
1026983,Calonectria_fujianensis,Calonectria fujianensis,,checkpoints7
1026984,Calonectria_crousiana,Calonectria crousiana,,checkpoints7
102714,Saxifraga_aizoides,Saxifraga aizoides,,checkpoints8
1027910,Verticillium_dahliae_VDG1,Verticillium dahliae,,checkpoints7
1027985,Neotragus_pygmaeus,Neotragus pygmaeus,,checkpoints1
1028068,Sinelater_perroti,Sinelater perroti,,checkpoints5
1028178,Neosalanx_brevirostris,Neosalanx brevirostris,,checkpoints2
1028407,Reticulascus_tulasneorum,Reticulascus tulasneorum,,checkpoints7
1028561,Gari_depressa,Gari depressa,,checkpoints6
1028565,Arcopagia_crassa,Arcopagia crassa,,checkpoints6
1028570,Raphanus_raphanistrum_x_Raphanus_sativus,Raphanus raphanistrum x Raphanus sativus,,checkpoints8
1028688,Arion_vulgaris,Arion vulgaris,,checkpoints6
1028729,Fusarium_pseudograminearum_CS3096,Fusarium pseudograminearum,,checkpoints7
102876,Eledone_cirrhosa,Eledone cirrhosa,,checkpoints6
1029749,Narcosius_parisi_helen,Narcosius parisi,Narcosius parisi helen,checkpoints5
102981,Neoaliturus_tenellus,Neoaliturus tenellus,,checkpoints5
102989,Scathophaga_inquinata,Scathophaga inquinata,,checkpoints5
1030150,Dalbergia_oliveri,Dalbergia oliveri,,checkpoints8
1030326,Autochton_bipunctatus,Autochton bipunctatus,,checkpoints5
1030327,Emesis_aurimna,Emesis aurimna,,checkpoints5
1030329,Spioniades_abbreviata,Spioniades abbreviata,,checkpoints5
1030461,Elbella_merops,Elbella merops,,checkpoints5
1030474,Apotomis_sauciana,Apotomis sauciana,,checkpoints5
1030475,Apotomis_sororculana,Apotomis sororculana,,checkpoints5
1030477,Bactra_furfurana,Bactra furfurana,,checkpoints5
1030479,Celypha_cespitana,Celypha cespitana,,checkpoints5
1030480,Celypha_rufana,Celypha rufana,,checkpoints5
1030481,Celypha_striana,Celypha striana,,checkpoints5
1030662,Dendrothrips_minowai,Dendrothrips minowai,,checkpoints5
1031270,Isoodon_auratus_auratus,Isoodon auratus,Isoodon auratus auratus,checkpoints1
1031281,Rhynchomeles_prattorum,Rhynchomeles prattorum,,checkpoints1
1031333,Rhizomucor_miehei_CAU432,Rhizomucor miehei,,checkpoints7
1031713,Tilletia_maclaganii,Tilletia maclaganii,,checkpoints7
103213,Heterobranchus_longifilis,Heterobranchus longifilis,,checkpoints2
103215,Channallabes_apus,Channallabes apus,,checkpoints2
1032525,Scolopax_bukidnonensis,Scolopax bukidnonensis,,checkpoints3
1032661,Aspergillus_costiformis,Aspergillus costiformis,,checkpoints7
1032678,Maublancomyces_gigas,Maublancomyces gigas,,checkpoints7
1032817,Inocybe_grammopodia,Inocybe grammopodia,,checkpoints7
1032904,Cyrtorhinus_lividipennis,Cyrtorhinus lividipennis,,checkpoints5
1033008,Mycena_albidolilacea,Mycena albidolilacea,,checkpoints7
1033014,Mycena_belliarum,Mycena belliarum,,checkpoints7
1033177,Aspergillus_luchuensis_IFO_4308,Aspergillus luchuensis,,checkpoints7
1033242,Mycena_floridula,Mycena floridula,,checkpoints7
1033247,Mycena_latifolia,Mycena latifolia,,checkpoints7
1033252,Mycena_metata,Mycena metata,,checkpoints7
1033263,Mycena_rosella,Mycena rosella,,checkpoints7
1033281,Mycena_vitilis,Mycena vitilis,,checkpoints7
1033282,Mycena_vulgaris,Mycena vulgaris,,checkpoints7
1033293,Panaeolus_rickenii,Panaeolus rickenii,,checkpoints7
103349,Vitis_rotundifolia,Vitis rotundifolia,,checkpoints8
103351,Vitis_amurensis,Vitis amurensis,,checkpoints8
103352,Vitis_rupestris,Vitis rupestris,,checkpoints8
103354,Vitis_davidii,Vitis davidii,,checkpoints8
103355,Vitis_labrusca,Vitis labrusca,,checkpoints8
103372,Acromyrmex_echinatior,Acromyrmex echinatior,,checkpoints5
103375,Aegolius_funereus,Aegolius funereus,,checkpoints3
1033783,Russula_faginea,Russula faginea,,checkpoints7
103385,Amylostereum_areolatum,Amylostereum areolatum,,checkpoints7
103409,Acidia_cognata,Acidia cognata,,checkpoints5
103414,Anomoia_purmunda,Anomoia purmunda,,checkpoints5
103428,Daldinia_grandis,Daldinia grandis,,checkpoints7
103429,Daldinia_loculata,Daldinia loculata,,checkpoints7
1034303,Aspergillus_sergii,Aspergillus sergii,,checkpoints7
1034304,Aspergillus_transmontanensis,Aspergillus transmontanensis,,checkpoints7
1034331,Eremothecium_gossypii_FDAG1,Eremothecium gossypii,,checkpoints7
103477,Pterygoplichthys_pardalis,Pterygoplichthys pardalis,,checkpoints2
103480,Castanea_crenata,Castanea crenata,,checkpoints8
103481,Quercus_variabilis,Quercus variabilis,,checkpoints8
103484,Quercus_dentata,Quercus dentata,,checkpoints8
103485,Quercus_mongolica,Quercus mongolica,,checkpoints8
103489,Quercus_glauca,Quercus glauca,,checkpoints8
103490,Quercus_gilva,Quercus gilva,,checkpoints8
1035095,Aspergillus_fumigatus_Af10,Aspergillus fumigatus,,checkpoints7
1035111,Leguminivora_glycinivorella,Leguminivora glycinivorella,,checkpoints5
1035112,Diutina_pseudorugosa,Diutina pseudorugosa,,checkpoints7
1035309,Ceratocystis_fimbriata_CBS_114723,Ceratocystis fimbriata,,checkpoints7
1035635,Epichloe_glyceriae_E277,Epichloe glyceriae,,checkpoints7
103596,Peponocephala_electra,Peponocephala electra,,checkpoints1
103600,Sousa_chinensis,Sousa chinensis,,checkpoints1
1036611,Aspergillus_versicolor_CBS_583.65,Aspergillus versicolor,,checkpoints7
1036612,Aspergillus_sydowii_CBS_593.65,Aspergillus sydowii,,checkpoints7
1036732,Sarocladium_zeae,Sarocladium zeae,,checkpoints7
1036759,Xenoacremonium_recifei,Xenoacremonium recifei,,checkpoints7
1036760,Aciculosporium_take_MAFF-241224,Aciculosporium take,,checkpoints7
1036761,Claviceps_fusiformis_PRL_1980,Claviceps fusiformis,,checkpoints7
1036762,Epichloe_brachyelytri_E4804,Epichloe brachyelytri,,checkpoints7
1036808,Scleroderma_citrinum_Foug_A,Scleroderma citrinum,,checkpoints7
103694,Intellagama_lesueurii,Intellagama lesueurii,,checkpoints4
103695,Pogona_vitticeps,Pogona vitticeps,,checkpoints4
103715,Hippocampus_kuda,Hippocampus kuda,,checkpoints2
1037456,Setophaga_coronata_coronata,Setophaga coronata,Setophaga coronata coronata,checkpoints3
1037526,Epichloe_amarillans_E57,Epichloe amarillans,,checkpoints7
1037527,Epichloe_gansuensis_E7080,Epichloe gansuensis,,checkpoints7
1037528,Vairimorpha_apis_BRL_01,Vairimorpha apis,,checkpoints7
1037531,Periglandula_ipomoeae_IasaF13,Periglandula ipomoeae,,checkpoints7
103762,Zizania_palustris,Zizania palustris,,checkpoints8
103765,Drosophila_bocki,Drosophila bocki,,checkpoints5
1037660,Tilletiaria_anomala_UBC_951,Tilletiaria anomala,,checkpoints7
103775,Drosophila_gunungcola,Drosophila gunungcola,,checkpoints5
103827,Thelazia_callipaeda,Thelazia callipaeda,,checkpoints6
103831,Mythimna_unipuncta,Mythimna unipuncta,,checkpoints5
103845,Drosophila_nannoptera,Drosophila nannoptera,,checkpoints5
103846,Drosophila_pachea,Drosophila pachea,,checkpoints5
103871,Solanum_acaule,Solanum acaule,,checkpoints8
103890,Hyles_lineata,Hyles lineata,,checkpoints5
103933,Bombus_bifarius,Bombus bifarius,,checkpoints5
103934,Bombus_flavifrons,Bombus flavifrons,,checkpoints5
103936,Bombus_monticola,Bombus monticola,,checkpoints5
103942,Vipera_ursinii,Vipera ursinii,,checkpoints4
103944,Protobothrops_mucrosquamatus,Protobothrops mucrosquamatus,,checkpoints4
103954,Corythaeola_cristata,Corythaeola cristata,,checkpoints3
103956,Corythaixoides_concolor,Corythaixoides concolor,,checkpoints3
1039749,Lasioglossum_lineatulum,Lasioglossum lineatulum,,checkpoints5
103999,Codonopsis_lanceolata,Codonopsis lanceolata,,checkpoints8
104005,Melocanna_baccifera,Melocanna baccifera,,checkpoints8
1040647,Erythroxylum_areolatum,Erythroxylum areolatum,,checkpoints8
1040648,Nakaseomyces_uthaithaninus,Nakaseomyces uthaithaninus,,checkpoints7
104065,Limnodynastes_dumerilii,Limnodynastes dumerilii,,checkpoints4
1041015,Drosophila_rhopaloa,Drosophila rhopaloa,,checkpoints5
1041117,Myuchelys_georgesi,Myuchelys georgesi,,checkpoints4
1041416,Orientallactaga_bullata,Orientallactaga bullata,,checkpoints1
1041456,Aphelinus_certus,Aphelinus certus,,checkpoints5
1041577,Fusarium_burgessii,Fusarium burgessii,,checkpoints7
1041578,Fusarium_lyarnte_(nom._inval.),Fusarium lyarnte (nom. inval.),,checkpoints7
1041590,Tiliqua_occipitalis,Tiliqua occipitalis,,checkpoints4
1041602,[Candida]_danieliae,[Candida] danieliae,,checkpoints7
1041604,Sungouiella_pseudoflosculorum,Sungouiella pseudoflosculorum,,checkpoints7
1041605,Australozyma_robnettiae,Australozyma robnettiae,,checkpoints7
1041606,Wickerhamomyces_chaumierensis,Wickerhamomyces chaumierensis,,checkpoints7
1041607,Wickerhamomyces_ciferrii,Wickerhamomyces ciferrii,,checkpoints7
1041608,Wickerhamomyces_hampshirensis,Wickerhamomyces hampshirensis,,checkpoints7
1041609,Wickerhamomyces_lynferdii,Wickerhamomyces lynferdii,,checkpoints7
1041610,[Candida]_khao-thaluensis,[Candida] khao-thaluensis,,checkpoints7
1041611,[Candida]_tallmaniae,[Candida] tallmaniae,,checkpoints7
1041612,[Candida]_vaughaniae,[Candida] vaughaniae,,checkpoints7
1041613,Yamadazyma_akitaensis,Yamadazyma akitaensis,,checkpoints7
104178,Porites_evermanni,Porites evermanni,,checkpoints6
104198,Cantharellus_lutescens,Cantharellus lutescens,,checkpoints7
1042127,Aureobasidium_subglaciale,Aureobasidium subglaciale,,checkpoints7
1042130,Micrastur_mirandollei,Micrastur mirandollei,,checkpoints3
1042132,Micrastur_ruficollis,Micrastur ruficollis,,checkpoints3
1042133,Fusarium_musae,Fusarium musae,,checkpoints7
1042139,Syzygium_grande,Syzygium grande,,checkpoints8
104221,Gomphus_bonarii,Gomphus bonarii,,checkpoints7
1042229,Vicia_tenuifolia,Vicia tenuifolia,,checkpoints8
104224,Hygrocybe_conica,Hygrocybe conica,,checkpoints7
1042311,Trichoderma_asperellum_CBS_433.97,Trichoderma asperellum,,checkpoints7
1042397,Schaereria_dolodes,Schaereria dolodes,,checkpoints7
1042426,Brachypetersius_altus,Brachypetersius altus,,checkpoints2
1042430,Alestes_liebrechtsii,Alestes liebrechtsii,,checkpoints2
1042432,Bathyaethiops_greeni,Bathyaethiops greeni,,checkpoints2
1042438,Micralestes_humilis,Micralestes humilis,,checkpoints2
1042443,Rhabdalestes_septentrionalis,Rhabdalestes septentrionalis,,checkpoints2
1042452,Clupeocharax_schoutedeni,Clupeocharax schoutedeni,,checkpoints2
1042456,Lepidarchus_adonis,Lepidarchus adonis,,checkpoints2
104259,Penicillium_brasilianum,Penicillium brasilianum,,checkpoints7
1042620,Micropterix_aruncella,Micropterix aruncella,,checkpoints5
1042646,Gadus_chalcogrammus,Gadus chalcogrammus,,checkpoints2
1042852,Spencermartinsiella_ligniputridi,Spencermartinsiella ligniputridi,,checkpoints7
1043002,Aureobasidium_pullulans_EXF-150,Aureobasidium pullulans,,checkpoints7
1043003,Aureobasidium_melanogenum_CBS_110374,Aureobasidium melanogenum,,checkpoints7
1043004,Aureobasidium_namibiae_CBS_147.97,Aureobasidium namibiae,,checkpoints7
1043005,Aureobasidium_subglaciale_EXF-2481,Aureobasidium subglaciale,,checkpoints7
1043007,Crotalus_simus,Crotalus simus,,checkpoints4
1043166,Heliocidaris_crassispina,Heliocidaris crassispina,,checkpoints6
1043216,Leptidea_juvernica,Leptidea juvernica,,checkpoints5
104324,Vitis_cinerea_var._helleri_x_Vitis_rupestris,Vitis cinerea var. helleri x Vitis rupestris,,checkpoints8
1043351,Zoysia_sinica,Zoysia sinica,,checkpoints8
104341,Rhodonia_placenta,Rhodonia placenta,,checkpoints7
104357,Hohenbuehelia_grisea,Hohenbuehelia grisea,,checkpoints7
1043627,Hirsutella_minnesotensis_3608,Hirsutella minnesotensis,,checkpoints7
1043628,Drechslerella_stenobrocha_248,Drechslerella stenobrocha,,checkpoints7
104402,Ogataea_ramenticola,Ogataea ramenticola,,checkpoints7
104405,Goffeauzyma_gilvescens,Goffeauzyma gilvescens,,checkpoints7
104408,Naganishia_liquefaciens,Naganishia liquefaciens,,checkpoints7
104411,Solicoccozyma_phenolica,Solicoccozyma phenolica,,checkpoints7
104414,Solicoccozyma_terricola,Solicoccozyma terricola,,checkpoints7
104415,Naganishia_uzbekistanensis,Naganishia uzbekistanensis,,checkpoints7
104416,Filobasidium_wieringae,Filobasidium wieringae,,checkpoints7
104417,Filobasidium_elegans,Filobasidium elegans,,checkpoints7
104421,Camponotus_floridanus,Camponotus floridanus,,checkpoints5
104422,Camponotus_pennsylvanicus,Camponotus pennsylvanicus,,checkpoints5
104427,Drepana_curvatula,Drepana curvatula,,checkpoints5
104428,Drepana_falcataria,Drepana falcataria,,checkpoints5
