TaxID,ScientificName,ParentTaxID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
100019,Didymella_exigua,55170,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella exigua,
100035,Massariosphaeria_phaeospora,100034,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,Massariosphaeria,Massariosphaeria phaeospora,
1000413,Acer_yangbiense,4022,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer yangbiense,
1000418,Galeopsis_tetrahit,457137,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Galeopsis,Galeopsis tetrahit,
1000982,Steindachneridion_melanodermatum,380997,Metazoa,Chordata,Actinopteri,Siluriformes,Pimelodidae,Steindachneridion,Steindachneridion melanodermatum,
1001064,Rhodotorula_toruloides_ATCC_204091,5286,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,
1001266,Cephus_brachycercus,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus brachycercus,
1001267,Cephus_fumipennis,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus fumipennis,
1001271,Cephus_nigrinus,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus nigrinus,
1001274,Cephus_pulcher,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus pulcher,
1001275,Cephus_rjabovi,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus rjabovi,
1001276,Cephus_runcator,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus runcator,
1001277,Cephus_sareptanus,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus sareptanus,
1001278,Cephus_spinipes,173784,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,Cephus spinipes,
1001281,Calameuta_filum,222803,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Calameuta,Calameuta filum,
1001282,Calameuta_haemorrhoidalis,222803,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Calameuta,Calameuta haemorrhoidalis,
1001283,Calameuta_idolon,222803,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Calameuta,Calameuta idolon,
1001285,Calameuta_pallipes,222803,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Calameuta,Calameuta pallipes,
1001287,Calameuta_pygmaea,222803,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Calameuta,Calameuta pygmaea,
1001291,Trachelus_tabidus,1001288,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Trachelus,Trachelus tabidus,
1001293,Trachelus_troglodyta,1001288,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Trachelus,Trachelus troglodyta,
10013,Thomomys_bottae,10011,Metazoa,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,
1001832,Daldinia_sp._EC12,2614574,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,Daldinia sp. EC12,
1001833,Hypoxylon_sp._CI-4A,2614581,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,Hypoxylon sp. CI-4A,
100188,Brachyistius_frenatus,100187,Metazoa,Chordata,Actinopteri,,Embiotocidae,Brachyistius,Brachyistius frenatus,
100190,Embiotoca_jacksoni,100189,Metazoa,Chordata,Actinopteri,,Embiotocidae,Embiotoca,Embiotoca jacksoni,
1001937,Hypoxylon_sp._EC38,2614581,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,Hypoxylon sp. EC38,
1001938,Hypoxylon_sp._CO27-5,2614581,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,Hypoxylon sp. CO27-5,
10020,Dipodomys_ordii,10016,Metazoa,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys ordii,
1002107,Penicillium_psychrosexuale,5073,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium psychrosexuale,
100224,Allochrocebus_lhoesti,2059839,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus lhoesti,
10023,Pedetes_capensis,10022,Metazoa,Chordata,Mammalia,Rodentia,Pedetidae,Pedetes,Pedetes capensis,
1002370,Knufia_peltigerae,430999,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia peltigerae,
100268,Paragonimus_heterotremus,34503,Metazoa,Platyhelminthes,Trematoda,Plagiorchiida,Troglotrematidae,Paragonimus,Paragonimus heterotremus,
100269,Paragonimus_kellicotti,34503,Metazoa,Platyhelminthes,Trematoda,Plagiorchiida,Troglotrematidae,Paragonimus,Paragonimus kellicotti,
1002726,Agapornis_swindernianus,60461,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis swindernianus,
1002741,Apus_caffer,8894,Metazoa,Chordata,Aves,Apodiformes,Apodidae,Apus,Apus caffer,
1002788,Indicator_indicator,189528,Metazoa,Chordata,Aves,Piciformes,Indicatoridae,Indicator,Indicator indicator,
1002887,Glaucopsyche_melanops,203780,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Glaucopsyche,Glaucopsyche melanops,
1002898,Terpsiphone_rufocinerea,98151,Metazoa,Chordata,Aves,Passeriformes,Monarchidae,Terpsiphone,Terpsiphone rufocinerea,
10029,Cricetulus_griseus,10028,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus griseus,
100292,Eriophorum_angustifolium,46326,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum angustifolium,
1002951,Udea_decrepitalis,572908,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea decrepitalis,
1002954,Udea_ferrugalis,572908,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea ferrugalis,
1002957,Udea_hamalis,572908,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea hamalis,
100296,Carex_kokanica,2759862,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,Carex kokanica,
1002960,Udea_inquinatalis,572908,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea inquinatalis,
1002964,Udea_lutealis,572908,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea lutealis,
1002969,Udea_numeralis,572908,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea numeralis,
1002971,Udea_olivalis,572908,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea olivalis,
1003001,Agrotera_nemoralis,581753,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Agrotera,Agrotera nemoralis,
1003005,Synaphe_punctalis,1003004,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Synaphe,Synaphe punctalis,
1003153,Alestes_dentex,42483,Metazoa,Chordata,Actinopteri,Characiformes,Alestidae,Alestes,Alestes dentex,
1003159,Mormyrus_hasselquistii,91730,Metazoa,Chordata,Actinopteri,Osteoglossiformes,Mormyridae,Mormyrus,Mormyrus hasselquistii,
1003232,Edhazardia_aedis_USNM_41457,70536,Fungi,Microsporidia,,,Culicosporidae,Edhazardia,Edhazardia aedis,
1003335,Kluyveromyces_marxianus_DMKU3-1042,4911,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,
10034,Cricetus_cricetus,10033,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,Cricetus cricetus,
10036,Mesocricetus_auratus,10035,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,
100367,Leptographium_procerum,96312,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Leptographium,Leptographium procerum,
1003706,Chascanopsetta_lugubris,398647,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Chascanopsetta,Chascanopsetta lugubris,
1003839,Pycnonotus_cafer,125282,Metazoa,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus cafer,
1003843,Halcyon_smyrnensis,170865,Metazoa,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon smyrnensis,
10041,Peromyscus_leucopus,10040,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,
1004196,Megachile_sculpturalis,132116,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sculpturalis,
1004253,Cyberlindnera_mrakii,604195,Fungi,Ascomycota,Saccharomycetes,Phaffomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera mrakii,
1004254,Cyberlindnera_subsufficiens,604195,Fungi,Ascomycota,Saccharomycetes,Phaffomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera subsufficiens,
10044,Phodopus_sungorus,10043,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,Phodopus sungorus,
100452,Candidula_unifasciata,100451,Metazoa,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,
100465,Antitrichia_curtipendula,84254,Viridiplantae,Streptophyta,Bryopsida,Hypnales,Leucodontaceae,Antitrichia,Antitrichia curtipendula,
10047,Meriones_unguiculatus,10046,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Meriones,Meriones unguiculatus,
100487,Cercopithecus_petaurista,9533,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus petaurista,
100488,Miopithecus_ogouensis,36230,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus,Miopithecus ogouensis,
1005070,Aguna_claxon,354754,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Aguna,Aguna claxon,
1005073,Anania_funebris,582056,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,Anania,Anania funebris,
100521,Liriope_spicata,39528,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Liriope,Liriope spicata,
100532,Dracaena_draco,39502,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Dracaena,Dracaena draco,
10058,Microtus_pennsylvanicus,10053,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,
1005962,Ogataea_parapolymorpha,461281,Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,Ogataea parapolymorpha,
1005963,Botrytis_pseudocinerea,33196,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis pseudocinerea,
10060,Ondatra_zibethicus,10059,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus,
1006466,Kazachstania_bromeliacearum,71245,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania bromeliacearum,
1006475,Circinaria_calcarea,1006473,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Megasporaceae,Circinaria,Circinaria calcarea,
1006542,Todiramphus_cinnamominus,325346,Metazoa,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus cinnamominus,
10068,Acomys_cahirinus,10067,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys cahirinus,
1006801,Pachastrella_ovisternata,881970,Metazoa,Porifera,Demospongiae,Tetractinellida,Pachastrellidae,Pachastrella,Pachastrella ovisternata,
1006808,Stelletta_rhaphidiophora,253167,Metazoa,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta rhaphidiophora,
1006814,Thenea_schmidti,281724,Metazoa,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea schmidti,
1006815,Thenea_valdiviae,281724,Metazoa,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea valdiviae,
1007316,Gomphocerus_sibiricus,355393,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,Gomphocerus,Gomphocerus sibiricus,
1007343,Abraxas_grossulariata,393334,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Abraxas,Abraxas grossulariata,
1007376,Pseudoterpna_coronillaria,997284,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Pseudoterpna,Pseudoterpna coronillaria,
100748,Oeneis_ivallda,3419797,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oeneis,Oeneis ivallda,
1007502,Nannizziopsis_barbatae,85841,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Nannizziopsiaceae,Nannizziopsis,Nannizziopsis barbatae,
100756,Hericium_coralloides,40459,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium coralloides,
1007708,Pseudopanthera_macularia,704854,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Pseudopanthera,Pseudopanthera macularia,
100784,Balearica_regulorum_gibbericeps,925459,Metazoa,Chordata,Aves,Gruiformes,Gruidae,Balearica,Balearica regulorum,Balearica regulorum gibbericeps
100787,Verticillium_longisporum,1036719,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium longisporum,
1007914,Verticillium_dahliae_VDG2,27337,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae,
100816,Madurella_mycetomatis,100815,Fungi,Ascomycota,Sordariomycetes,Sordariales,,Madurella,Madurella mycetomatis,
100819,Falco_tinnunculus,8952,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,
100825,Picus_viridis,100824,Metazoa,Chordata,Aves,Piciformes,Picidae,Picus,Picus viridis,
100826,Scolopax_rusticola,56298,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,Scolopax rusticola,
100830,Tetrao_urogallus,100829,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Tetrao,Tetrao urogallus,
1008382,Starmerella_kuoi,75735,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,Trichomonascaceae,Starmerella,Starmerella kuoi,
10085,Cricetomys_gambianus,10084,Metazoa,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,Cricetomys gambianus,
100858,Threskiornis_aethiopicus,100857,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis aethiopicus,
100859,Vanellus_vanellus,50403,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,
1008810,Julus_scandinavius,541046,Metazoa,Arthropoda,Diplopoda,Julida,Julidae,Julus,Julus scandinavius,
1008825,Kryphioiulus_occultus,1008824,Metazoa,Arthropoda,Diplopoda,Julida,Julidae,Kryphioiulus,Kryphioiulus occultus,
1008849,Choneiulus_palmatus,1008848,Metazoa,Arthropoda,Diplopoda,Julida,Blaniulidae,Choneiulus,Choneiulus palmatus,
1008861,Leptoiulus_proximus,1008860,Metazoa,Arthropoda,Diplopoda,Julida,Julidae,Leptoiulus,Leptoiulus proximus,
1008866,Ommatoiulus_sabulosus,1008863,Metazoa,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,Ommatoiulus sabulosus,
10089,Mus_caroli,862507,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus caroli,
1008942,Wikstroemia_monnula,142693,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Wikstroemia,Wikstroemia monnula,
100895,Microtus_californicus,10053,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus californicus,
100897,Alexandromys_fortis,2162899,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Alexandromys,Alexandromys fortis,
10090,Mus_musculus,862507,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,
100902,Fusarium_oxysporum_f._sp._conglutinans,5507,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,
100903,Fusarium_oxysporum_f._sp._fragariae,5507,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,
100907,Dissostichus_eleginoides,36199,Metazoa,Chordata,Actinopteri,Perciformes,Nototheniidae,Dissostichus,Dissostichus eleginoides,
10091,Mus_musculus_castaneus,10090,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus castaneus
100910,Rhodosporidiobolus_nylandii,1799703,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus nylandii,
100911,Rhodosporidiobolus_poonsookiae,1799703,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus poonsookiae,
100912,Sporobolomyces_blumeae,5429,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces blumeae,
10092,Mus_musculus_domesticus,10090,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus domesticus
10093,Mus_pahari,862508,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus pahari,
100937,Papio_papio,9554,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio papio,
100951,Naganishia_albida,1851509,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia albida,
100952,Cottus_gobio,8098,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus gobio,
10096,Mus_spretus,862507,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus spretus,
101012,Fragaria_nipponica,3746,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria nipponica,
101013,Fragaria_orientalis,3746,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria orientalis,
101020,Fragaria_vesca_subsp._vesca,57918,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,Fragaria vesca,Fragaria vesca subsp. vesca
101028,Fusarium_pseudograminearum,569360,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium pseudograminearum,
10103,Mus_spicilegus,862507,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus spicilegus,
10105,Mus_minutoides,862510,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus minutoides,
1010633,Digitaria_exilis,66017,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Digitaria,Digitaria exilis,
101091,Choanephora_cucurbitarum,64498,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Choanephoraceae,Choanephora,Choanephora cucurbitarum,
101096,Gilbertella_persicaria,101095,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Choanephoraceae,Gilbertella,Gilbertella persicaria,
101097,Entomortierella_chlamydospora,2779859,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,Entomortierella chlamydospora,
101098,Gamsiella_multidivaricata,2779868,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Gamsiella,Gamsiella multidivaricata,
101103,Circinella_umbellata,101102,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Circinella,Circinella umbellata,
101105,Gongronella_butleri,101104,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella butleri,
101107,Halteromyces_radiatus,101106,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Halteromyces,Halteromyces radiatus,
101115,Spinellus_fusiger,101114,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Phycomycetaceae,Spinellus,Spinellus fusiger,
101117,Sporodiniella_umbellata,101116,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Sporodiniella,Sporodiniella umbellata,
10112,Mastomys_natalensis,30639,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mastomys,Mastomys natalensis,
101121,Thermomucor_indicae-seudaticae,101120,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Thermomucor,Thermomucor indicae-seudaticae,
101123,Pilobolus_umbonatus,81945,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Pilobolaceae,Pilobolus,Pilobolus umbonatus,
101127,Hesseltinella_vesiculosa,101126,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Hesseltinella,Hesseltinella vesiculosa,
101128,Syncephalastrum_monosporum,13705,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Syncephalastraceae,Syncephalastrum,Syncephalastrum monosporum,
101130,Dichotomocladium_elegans,64643,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Dichotomocladium,Dichotomocladium elegans,
101142,Thamnidium_elegans,101141,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Thamnidium,Thamnidium elegans,
10116,Rattus_norvegicus,10114,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,
101162,Bipolaris_oryzae,33194,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris oryzae,
10117,Rattus_rattus,10114,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,
101193,Corylus_colurna,13450,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus colurna,
101201,Trichoderma_asperellum,5543,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma asperellum,
10129,Apodemus_sylvaticus,400053,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,
101297,Conus_consors,1340109,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,
101364,Carassius_gibelio,7956,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Carassius,Carassius gibelio,
10137,Hystrix_cristata,10136,Metazoa,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,
10141,Cavia_porcellus,10140,Metazoa,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,
101475,Poronia_punctata,101474,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Poronia,Poronia punctata,
101480,Trichophyton_interdigitale,5550,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton interdigitale,
10149,Hydrochoerus_hydrochaeris,10148,Metazoa,Chordata,Mammalia,Rodentia,Hydrochaeridae,Hydrochoerus,Hydrochoerus hydrochaeris,
101491,Trionyx_triunguis,13734,Metazoa,Chordata,,Testudines,Trionychidae,Trionyx,Trionyx triunguis,
101496,Lepidonotothen_squamifrons,83202,Metazoa,Chordata,Actinopteri,Perciformes,Nototheniidae,Lepidonotothen,Lepidonotothen squamifrons,
101497,Notothenia_rossii,8207,Metazoa,Chordata,Actinopteri,Perciformes,Nototheniidae,Notothenia,Notothenia rossii,
101512,Schilbe_intermedius,42507,Metazoa,Chordata,Actinopteri,Siluriformes,Schilbidae,Schilbe,Schilbe intermedius,
10157,Myocastor_coypus,10156,Metazoa,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,
10160,Octodon_degus,10159,Metazoa,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,Octodon degus,
101613,Dimerocostus_strobilaceus,101612,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Costaceae,Dimerocostus,Dimerocostus strobilaceus,
101617,Musella_lasiocarpa,101616,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musella,Musella lasiocarpa,
10166,Ctenodactylus_gundi,10165,Metazoa,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,Ctenodactylus gundi,
1016838,[Candida]_argentea,1539664,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,,[Candida] argentea,
1016849,Exophiala_sideris,5583,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sideris,
1016881,Ascocoryne_sarcoides_NRRL_50072,139061,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascocoryne,Ascocoryne sarcoides,
10169,Thryonomys_swinderianus,10168,Metazoa,Chordata,Mammalia,Rodentia,Thryonomyidae,Thryonomys,Thryonomys swinderianus,
101697,Chelonoidis_denticulatus,904181,Metazoa,Chordata,,Testudines,Testudinidae,Chelonoidis,Chelonoidis denticulatus,
101737,Incurvaria_masculella,101736,Metazoa,Arthropoda,Insecta,Lepidoptera,Incurvariidae,Incurvaria,Incurvaria masculella,
101761,Conus_tribblei,2056757,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tribblei,
10181,Heterocephalus_glaber,10180,Metazoa,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,Heterocephalus glaber,
10183,Petromus_typicus,10182,Metazoa,Chordata,Mammalia,Rodentia,Petromuridae,Petromus,Petromus typicus,
10185,Castor_fiber,10184,Metazoa,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor fiber,
101854,Pezicula_carpinea,101853,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula carpinea,
101930,Eueides_vibilia,33447,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Eueides,Eueides vibilia,
101932,Heliconius_timareta,33416,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,Heliconius timareta,
10195,Brachionus_plicatilis,10194,Metazoa,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Brachionus plicatilis,
101978,Metrosideros_polymorpha_var._glaberrima,101976,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,Metrosideros polymorpha,
101992,Plantago_media,26867,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago media,
101993,Plantago_rugelii,26867,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago rugelii,
101994,Plantago_rigida,26867,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago rigida,
101996,Plantago_coronopus,26867,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago coronopus,
101999,Plantago_sericea,26867,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago sericea,
102001,Bipolaris_bicolor,33194,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris bicolor,
10201,Beroe_ovata,10199,Metazoa,Ctenophora,Nuda,Beroida,Beroidae,Beroe,Beroe ovata,
102107,Prunus_mume,3754,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus mume,
102108,Cercopithecus_pogonias,9533,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus pogonias,
